areaCode,areaName,areaType,date,hospitalCases
K02000001,United Kingdom,overview,2022-01-01,14340
K02000001,United Kingdom,overview,2021-12-31,14026
K02000001,United Kingdom,overview,2021-12-30,13003
K02000001,United Kingdom,overview,2021-12-29,11820
K02000001,United Kingdom,overview,2021-12-28,10769
K02000001,United Kingdom,overview,2021-12-27,9621
K02000001,United Kingdom,overview,2021-12-26,8615
K02000001,United Kingdom,overview,2021-12-25,8210
K02000001,United Kingdom,overview,2021-12-24,8419
K02000001,United Kingdom,overview,2021-12-23,8180
K02000001,United Kingdom,overview,2021-12-22,8150
K02000001,United Kingdom,overview,2021-12-21,7924
K02000001,United Kingdom,overview,2021-12-20,7720
K02000001,United Kingdom,overview,2021-12-19,7474
K02000001,United Kingdom,overview,2021-12-18,7323
K02000001,United Kingdom,overview,2021-12-17,7381
K02000001,United Kingdom,overview,2021-12-16,7505
K02000001,United Kingdom,overview,2021-12-15,7488
K02000001,United Kingdom,overview,2021-12-14,7576
K02000001,United Kingdom,overview,2021-12-13,7573
K02000001,United Kingdom,overview,2021-12-12,7358
K02000001,United Kingdom,overview,2021-12-11,7239
K02000001,United Kingdom,overview,2021-12-10,7280
K02000001,United Kingdom,overview,2021-12-09,7321
K02000001,United Kingdom,overview,2021-12-08,7248
K02000001,United Kingdom,overview,2021-12-07,7225
K02000001,United Kingdom,overview,2021-12-06,7234
K02000001,United Kingdom,overview,2021-12-05,7129
K02000001,United Kingdom,overview,2021-12-04,7033
K02000001,United Kingdom,overview,2021-12-03,7178
K02000001,United Kingdom,overview,2021-12-02,7260
K02000001,United Kingdom,overview,2021-12-01,7194
K02000001,United Kingdom,overview,2021-11-30,7520
K02000001,United Kingdom,overview,2021-11-29,7503
K02000001,United Kingdom,overview,2021-11-28,7276
K02000001,United Kingdom,overview,2021-11-27,7252
K02000001,United Kingdom,overview,2021-11-26,7402
K02000001,United Kingdom,overview,2021-11-25,7496
K02000001,United Kingdom,overview,2021-11-24,7487
K02000001,United Kingdom,overview,2021-11-23,7731
K02000001,United Kingdom,overview,2021-11-22,7945
K02000001,United Kingdom,overview,2021-11-21,7847
K02000001,United Kingdom,overview,2021-11-20,7754
K02000001,United Kingdom,overview,2021-11-19,7870
K02000001,United Kingdom,overview,2021-11-18,7911
K02000001,United Kingdom,overview,2021-11-17,8002
K02000001,United Kingdom,overview,2021-11-16,8237
K02000001,United Kingdom,overview,2021-11-15,8514
K02000001,United Kingdom,overview,2021-11-14,8344
K02000001,United Kingdom,overview,2021-11-13,8256
K02000001,United Kingdom,overview,2021-11-12,8397
K02000001,United Kingdom,overview,2021-11-11,8498
K02000001,United Kingdom,overview,2021-11-10,8641
K02000001,United Kingdom,overview,2021-11-09,8713
K02000001,United Kingdom,overview,2021-11-08,8769
K02000001,United Kingdom,overview,2021-11-07,8616
K02000001,United Kingdom,overview,2021-11-06,8592
K02000001,United Kingdom,overview,2021-11-05,8834
K02000001,United Kingdom,overview,2021-11-04,9049
K02000001,United Kingdom,overview,2021-11-03,9197
K02000001,United Kingdom,overview,2021-11-02,9409
K02000001,United Kingdom,overview,2021-11-01,9423
K02000001,United Kingdom,overview,2021-10-31,9179
K02000001,United Kingdom,overview,2021-10-30,9025
K02000001,United Kingdom,overview,2021-10-29,8986
K02000001,United Kingdom,overview,2021-10-28,8900
K02000001,United Kingdom,overview,2021-10-27,8827
K02000001,United Kingdom,overview,2021-10-26,8714
K02000001,United Kingdom,overview,2021-10-25,8595
K02000001,United Kingdom,overview,2021-10-24,8277
K02000001,United Kingdom,overview,2021-10-23,8121
K02000001,United Kingdom,overview,2021-10-22,8123
K02000001,United Kingdom,overview,2021-10-21,8132
K02000001,United Kingdom,overview,2021-10-20,8035
K02000001,United Kingdom,overview,2021-10-19,7788
K02000001,United Kingdom,overview,2021-10-18,7636
K02000001,United Kingdom,overview,2021-10-17,7267
K02000001,United Kingdom,overview,2021-10-16,7002
K02000001,United Kingdom,overview,2021-10-15,6969
K02000001,United Kingdom,overview,2021-10-14,6965
K02000001,United Kingdom,overview,2021-10-13,6910
K02000001,United Kingdom,overview,2021-10-12,6910
K02000001,United Kingdom,overview,2021-10-11,6890
K02000001,United Kingdom,overview,2021-10-10,6746
K02000001,United Kingdom,overview,2021-10-09,6583
K02000001,United Kingdom,overview,2021-10-08,6647
K02000001,United Kingdom,overview,2021-10-07,6650
K02000001,United Kingdom,overview,2021-10-06,6700
K02000001,United Kingdom,overview,2021-10-05,6723
K02000001,United Kingdom,overview,2021-10-04,6646
K02000001,United Kingdom,overview,2021-10-03,6451
K02000001,United Kingdom,overview,2021-10-02,6300
K02000001,United Kingdom,overview,2021-10-01,6444
K02000001,United Kingdom,overview,2021-09-30,6600
K02000001,United Kingdom,overview,2021-09-29,6750
K02000001,United Kingdom,overview,2021-09-28,6855
K02000001,United Kingdom,overview,2021-09-27,6872
K02000001,United Kingdom,overview,2021-09-26,6638
K02000001,United Kingdom,overview,2021-09-25,6775
K02000001,United Kingdom,overview,2021-09-24,6733
K02000001,United Kingdom,overview,2021-09-23,6982
K02000001,United Kingdom,overview,2021-09-22,7221
K02000001,United Kingdom,overview,2021-09-21,7423
K02000001,United Kingdom,overview,2021-09-20,7606
K02000001,United Kingdom,overview,2021-09-19,7548
K02000001,United Kingdom,overview,2021-09-18,7500
K02000001,United Kingdom,overview,2021-09-17,7713
K02000001,United Kingdom,overview,2021-09-16,7923
K02000001,United Kingdom,overview,2021-09-15,8202
K02000001,United Kingdom,overview,2021-09-14,8202
K02000001,United Kingdom,overview,2021-09-13,8278
K02000001,United Kingdom,overview,2021-09-12,8064
K02000001,United Kingdom,overview,2021-09-11,7962
K02000001,United Kingdom,overview,2021-09-10,8134
K02000001,United Kingdom,overview,2021-09-09,7962
K02000001,United Kingdom,overview,2021-09-08,7943
K02000001,United Kingdom,overview,2021-09-07,7781
K02000001,United Kingdom,overview,2021-09-06,7844
K02000001,United Kingdom,overview,2021-09-05,7556
K02000001,United Kingdom,overview,2021-09-04,7359
K02000001,United Kingdom,overview,2021-09-03,7480
K02000001,United Kingdom,overview,2021-09-02,7423
K02000001,United Kingdom,overview,2021-09-01,7482
K02000001,United Kingdom,overview,2021-08-31,7489
K02000001,United Kingdom,overview,2021-08-30,7144
K02000001,United Kingdom,overview,2021-08-29,6921
K02000001,United Kingdom,overview,2021-08-28,6797
K02000001,United Kingdom,overview,2021-08-27,6903
K02000001,United Kingdom,overview,2021-08-26,6848
K02000001,United Kingdom,overview,2021-08-25,6813
K02000001,United Kingdom,overview,2021-08-24,6774
K02000001,United Kingdom,overview,2021-08-23,6842
K02000001,United Kingdom,overview,2021-08-22,6562
K02000001,United Kingdom,overview,2021-08-21,6350
K02000001,United Kingdom,overview,2021-08-20,6332
K02000001,United Kingdom,overview,2021-08-19,6319
K02000001,United Kingdom,overview,2021-08-18,6279
K02000001,United Kingdom,overview,2021-08-17,6216
K02000001,United Kingdom,overview,2021-08-16,6193
K02000001,United Kingdom,overview,2021-08-15,5862
K02000001,United Kingdom,overview,2021-08-14,5709
K02000001,United Kingdom,overview,2021-08-13,5812
K02000001,United Kingdom,overview,2021-08-12,5779
K02000001,United Kingdom,overview,2021-08-11,5817
K02000001,United Kingdom,overview,2021-08-10,5836
K02000001,United Kingdom,overview,2021-08-09,5841
K02000001,United Kingdom,overview,2021-08-08,5690
K02000001,United Kingdom,overview,2021-08-07,5549
K02000001,United Kingdom,overview,2021-08-06,5613
K02000001,United Kingdom,overview,2021-08-05,5643
K02000001,United Kingdom,overview,2021-08-04,5697
K02000001,United Kingdom,overview,2021-08-03,5902
K02000001,United Kingdom,overview,2021-08-02,6114
K02000001,United Kingdom,overview,2021-08-01,5893
K02000001,United Kingdom,overview,2021-07-31,5876
K02000001,United Kingdom,overview,2021-07-30,5940
K02000001,United Kingdom,overview,2021-07-29,5903
K02000001,United Kingdom,overview,2021-07-28,6019
K02000001,United Kingdom,overview,2021-07-27,5993
K02000001,United Kingdom,overview,2021-07-26,5896
K02000001,United Kingdom,overview,2021-07-25,5536
K02000001,United Kingdom,overview,2021-07-24,5270
K02000001,United Kingdom,overview,2021-07-23,5202
K02000001,United Kingdom,overview,2021-07-22,5001
K02000001,United Kingdom,overview,2021-07-21,4830
K02000001,United Kingdom,overview,2021-07-20,4637
K02000001,United Kingdom,overview,2021-07-19,4557
K02000001,United Kingdom,overview,2021-07-18,4250
K02000001,United Kingdom,overview,2021-07-17,4139
K02000001,United Kingdom,overview,2021-07-16,4063
K02000001,United Kingdom,overview,2021-07-15,3949
K02000001,United Kingdom,overview,2021-07-14,3776
K02000001,United Kingdom,overview,2021-07-13,3598
K02000001,United Kingdom,overview,2021-07-12,3389
K02000001,United Kingdom,overview,2021-07-11,3118
K02000001,United Kingdom,overview,2021-07-10,2975
K02000001,United Kingdom,overview,2021-07-09,2886
K02000001,United Kingdom,overview,2021-07-08,2713
K02000001,United Kingdom,overview,2021-07-07,2627
K02000001,United Kingdom,overview,2021-07-06,2438
K02000001,United Kingdom,overview,2021-07-05,2316
K02000001,United Kingdom,overview,2021-07-04,2131
K02000001,United Kingdom,overview,2021-07-03,2016
K02000001,United Kingdom,overview,2021-07-02,1975
K02000001,United Kingdom,overview,2021-07-01,1910
K02000001,United Kingdom,overview,2021-06-30,1801
K02000001,United Kingdom,overview,2021-06-29,1727
K02000001,United Kingdom,overview,2021-06-28,1725
K02000001,United Kingdom,overview,2021-06-27,1588
K02000001,United Kingdom,overview,2021-06-26,1532
K02000001,United Kingdom,overview,2021-06-25,1526
K02000001,United Kingdom,overview,2021-06-24,1505
K02000001,United Kingdom,overview,2021-06-23,1485
K02000001,United Kingdom,overview,2021-06-22,1534
K02000001,United Kingdom,overview,2021-06-21,1514
K02000001,United Kingdom,overview,2021-06-20,1381
K02000001,United Kingdom,overview,2021-06-19,1347
K02000001,United Kingdom,overview,2021-06-18,1361
K02000001,United Kingdom,overview,2021-06-17,1319
K02000001,United Kingdom,overview,2021-06-16,1254
K02000001,United Kingdom,overview,2021-06-15,1229
K02000001,United Kingdom,overview,2021-06-14,1179
K02000001,United Kingdom,overview,2021-06-13,1138
K02000001,United Kingdom,overview,2021-06-12,1102
K02000001,United Kingdom,overview,2021-06-11,1074
K02000001,United Kingdom,overview,2021-06-10,1091
K02000001,United Kingdom,overview,2021-06-09,1060
K02000001,United Kingdom,overview,2021-06-08,1052
K02000001,United Kingdom,overview,2021-06-07,1029
K02000001,United Kingdom,overview,2021-06-06,960
K02000001,United Kingdom,overview,2021-06-05,933
K02000001,United Kingdom,overview,2021-06-04,961
K02000001,United Kingdom,overview,2021-06-03,933
K02000001,United Kingdom,overview,2021-06-02,957
K02000001,United Kingdom,overview,2021-06-01,923
K02000001,United Kingdom,overview,2021-05-31,923
K02000001,United Kingdom,overview,2021-05-30,901
K02000001,United Kingdom,overview,2021-05-29,879
K02000001,United Kingdom,overview,2021-05-28,879
K02000001,United Kingdom,overview,2021-05-27,867
K02000001,United Kingdom,overview,2021-05-26,890
K02000001,United Kingdom,overview,2021-05-25,917
K02000001,United Kingdom,overview,2021-05-24,955
K02000001,United Kingdom,overview,2021-05-23,916
K02000001,United Kingdom,overview,2021-05-22,879
K02000001,United Kingdom,overview,2021-05-21,913
K02000001,United Kingdom,overview,2021-05-20,903
K02000001,United Kingdom,overview,2021-05-19,908
K02000001,United Kingdom,overview,2021-05-18,888
K02000001,United Kingdom,overview,2021-05-17,934
K02000001,United Kingdom,overview,2021-05-16,932
K02000001,United Kingdom,overview,2021-05-15,956
K02000001,United Kingdom,overview,2021-05-14,965
K02000001,United Kingdom,overview,2021-05-13,989
K02000001,United Kingdom,overview,2021-05-12,1051
K02000001,United Kingdom,overview,2021-05-11,1088
K02000001,United Kingdom,overview,2021-05-10,1110
K02000001,United Kingdom,overview,2021-05-09,1097
K02000001,United Kingdom,overview,2021-05-08,1119
K02000001,United Kingdom,overview,2021-05-07,1141
K02000001,United Kingdom,overview,2021-05-06,1142
K02000001,United Kingdom,overview,2021-05-05,1219
K02000001,United Kingdom,overview,2021-05-04,1273
K02000001,United Kingdom,overview,2021-05-03,1278
K02000001,United Kingdom,overview,2021-05-02,1261
K02000001,United Kingdom,overview,2021-05-01,1261
K02000001,United Kingdom,overview,2021-04-30,1342
K02000001,United Kingdom,overview,2021-04-29,1439
K02000001,United Kingdom,overview,2021-04-28,1483
K02000001,United Kingdom,overview,2021-04-27,1537
K02000001,United Kingdom,overview,2021-04-26,1617
K02000001,United Kingdom,overview,2021-04-25,1596
K02000001,United Kingdom,overview,2021-04-24,1647
K02000001,United Kingdom,overview,2021-04-23,1719
K02000001,United Kingdom,overview,2021-04-22,1759
K02000001,United Kingdom,overview,2021-04-21,1861
K02000001,United Kingdom,overview,2021-04-20,1895
K02000001,United Kingdom,overview,2021-04-19,1976
K02000001,United Kingdom,overview,2021-04-18,1948
K02000001,United Kingdom,overview,2021-04-17,2003
K02000001,United Kingdom,overview,2021-04-16,2109
K02000001,United Kingdom,overview,2021-04-15,2165
K02000001,United Kingdom,overview,2021-04-14,2265
K02000001,United Kingdom,overview,2021-04-13,2375
K02000001,United Kingdom,overview,2021-04-12,2458
K02000001,United Kingdom,overview,2021-04-11,2512
K02000001,United Kingdom,overview,2021-04-10,2612
K02000001,United Kingdom,overview,2021-04-09,2750
K02000001,United Kingdom,overview,2021-04-08,2820
K02000001,United Kingdom,overview,2021-04-07,2970
K02000001,United Kingdom,overview,2021-04-06,3096
K02000001,United Kingdom,overview,2021-04-05,3207
K02000001,United Kingdom,overview,2021-04-04,3178
K02000001,United Kingdom,overview,2021-04-03,3194
K02000001,United Kingdom,overview,2021-04-02,3319
K02000001,United Kingdom,overview,2021-04-01,3497
K02000001,United Kingdom,overview,2021-03-31,3682
K02000001,United Kingdom,overview,2021-03-30,3919
K02000001,United Kingdom,overview,2021-03-29,4133
K02000001,United Kingdom,overview,2021-03-28,4112
K02000001,United Kingdom,overview,2021-03-27,4365
K02000001,United Kingdom,overview,2021-03-26,4414
K02000001,United Kingdom,overview,2021-03-25,4510
K02000001,United Kingdom,overview,2021-03-24,4797
K02000001,United Kingdom,overview,2021-03-23,5068
K02000001,United Kingdom,overview,2021-03-22,5349
K02000001,United Kingdom,overview,2021-03-21,5355
K02000001,United Kingdom,overview,2021-03-20,5468
K02000001,United Kingdom,overview,2021-03-19,5781
K02000001,United Kingdom,overview,2021-03-18,6051
K02000001,United Kingdom,overview,2021-03-17,6487
K02000001,United Kingdom,overview,2021-03-16,6754
K02000001,United Kingdom,overview,2021-03-15,7115
K02000001,United Kingdom,overview,2021-03-14,7224
K02000001,United Kingdom,overview,2021-03-13,7290
K02000001,United Kingdom,overview,2021-03-12,7632
K02000001,United Kingdom,overview,2021-03-11,7969
K02000001,United Kingdom,overview,2021-03-10,8342
K02000001,United Kingdom,overview,2021-03-09,8899
K02000001,United Kingdom,overview,2021-03-08,9364
K02000001,United Kingdom,overview,2021-03-07,9355
K02000001,United Kingdom,overview,2021-03-06,9607
K02000001,United Kingdom,overview,2021-03-05,10206
K02000001,United Kingdom,overview,2021-03-04,10819
K02000001,United Kingdom,overview,2021-03-03,11403
K02000001,United Kingdom,overview,2021-03-02,12003
K02000001,United Kingdom,overview,2021-03-01,12743
K02000001,United Kingdom,overview,2021-02-28,12645
K02000001,United Kingdom,overview,2021-02-27,13120
K02000001,United Kingdom,overview,2021-02-26,13931
K02000001,United Kingdom,overview,2021-02-25,14695
K02000001,United Kingdom,overview,2021-02-24,15378
K02000001,United Kingdom,overview,2021-02-23,15930
K02000001,United Kingdom,overview,2021-02-22,16687
K02000001,United Kingdom,overview,2021-02-21,16676
K02000001,United Kingdom,overview,2021-02-20,16856
K02000001,United Kingdom,overview,2021-02-19,17673
K02000001,United Kingdom,overview,2021-02-18,18321
K02000001,United Kingdom,overview,2021-02-17,19238
K02000001,United Kingdom,overview,2021-02-16,20000
K02000001,United Kingdom,overview,2021-02-15,20765
K02000001,United Kingdom,overview,2021-02-14,20820
K02000001,United Kingdom,overview,2021-02-13,20741
K02000001,United Kingdom,overview,2021-02-12,22093
K02000001,United Kingdom,overview,2021-02-11,23160
K02000001,United Kingdom,overview,2021-02-10,24152
K02000001,United Kingdom,overview,2021-02-09,25404
K02000001,United Kingdom,overview,2021-02-08,26452
K02000001,United Kingdom,overview,2021-02-07,26486
K02000001,United Kingdom,overview,2021-02-06,26600
K02000001,United Kingdom,overview,2021-02-05,28063
K02000001,United Kingdom,overview,2021-02-04,29078
K02000001,United Kingdom,overview,2021-02-03,30251
K02000001,United Kingdom,overview,2021-02-02,31400
K02000001,United Kingdom,overview,2021-02-01,32572
K02000001,United Kingdom,overview,2021-01-31,32178
K02000001,United Kingdom,overview,2021-01-30,32611
K02000001,United Kingdom,overview,2021-01-29,33440
K02000001,United Kingdom,overview,2021-01-28,34481
K02000001,United Kingdom,overview,2021-01-27,35075
K02000001,United Kingdom,overview,2021-01-26,36633
K02000001,United Kingdom,overview,2021-01-25,37271
K02000001,United Kingdom,overview,2021-01-24,37234
K02000001,United Kingdom,overview,2021-01-23,36911
K02000001,United Kingdom,overview,2021-01-22,37771
K02000001,United Kingdom,overview,2021-01-21,37577
K02000001,United Kingdom,overview,2021-01-20,38262
K02000001,United Kingdom,overview,2021-01-19,38357
K02000001,United Kingdom,overview,2021-01-18,38745
K02000001,United Kingdom,overview,2021-01-17,37638
K02000001,United Kingdom,overview,2021-01-16,37180
K02000001,United Kingdom,overview,2021-01-15,37611
K02000001,United Kingdom,overview,2021-01-14,37161
K02000001,United Kingdom,overview,2021-01-13,36964
K02000001,United Kingdom,overview,2021-01-12,36445
K02000001,United Kingdom,overview,2021-01-11,36217
K02000001,United Kingdom,overview,2021-01-10,34855
K02000001,United Kingdom,overview,2021-01-09,33506
K02000001,United Kingdom,overview,2021-01-08,33258
K02000001,United Kingdom,overview,2021-01-07,32059
K02000001,United Kingdom,overview,2021-01-06,31420
K02000001,United Kingdom,overview,2021-01-05,30158
K02000001,United Kingdom,overview,2021-01-04,30238
K02000001,United Kingdom,overview,2021-01-03,28500
K02000001,United Kingdom,overview,2021-01-02,27039
K02000001,United Kingdom,overview,2021-01-01,25881
K02000001,United Kingdom,overview,2020-12-31,26091
K02000001,United Kingdom,overview,2020-12-30,26069
K02000001,United Kingdom,overview,2020-12-29,25088
K02000001,United Kingdom,overview,2020-12-28,23598
K02000001,United Kingdom,overview,2020-12-27,22313
K02000001,United Kingdom,overview,2020-12-26,21306
K02000001,United Kingdom,overview,2020-12-25,20511
K02000001,United Kingdom,overview,2020-12-24,21171
K02000001,United Kingdom,overview,2020-12-23,20821
K02000001,United Kingdom,overview,2020-12-22,21085
K02000001,United Kingdom,overview,2020-12-21,20722
K02000001,United Kingdom,overview,2020-12-20,19595
K02000001,United Kingdom,overview,2020-12-19,19062
K02000001,United Kingdom,overview,2020-12-18,18718
K02000001,United Kingdom,overview,2020-12-17,18563
K02000001,United Kingdom,overview,2020-12-16,18254
K02000001,United Kingdom,overview,2020-12-15,17804
K02000001,United Kingdom,overview,2020-12-14,17850
K02000001,United Kingdom,overview,2020-12-13,17149
K02000001,United Kingdom,overview,2020-12-12,16524
K02000001,United Kingdom,overview,2020-12-11,16507
K02000001,United Kingdom,overview,2020-12-10,16330
K02000001,United Kingdom,overview,2020-12-09,15942
K02000001,United Kingdom,overview,2020-12-08,16079
K02000001,United Kingdom,overview,2020-12-07,16024
K02000001,United Kingdom,overview,2020-12-06,15557
K02000001,United Kingdom,overview,2020-12-05,15289
K02000001,United Kingdom,overview,2020-12-04,15330
K02000001,United Kingdom,overview,2020-12-03,15264
K02000001,United Kingdom,overview,2020-12-02,15581
K02000001,United Kingdom,overview,2020-12-01,15920
K02000001,United Kingdom,overview,2020-11-30,16175
K02000001,United Kingdom,overview,2020-11-29,15932
K02000001,United Kingdom,overview,2020-11-28,15614
K02000001,United Kingdom,overview,2020-11-27,16208
K02000001,United Kingdom,overview,2020-11-26,16401
K02000001,United Kingdom,overview,2020-11-25,16767
K02000001,United Kingdom,overview,2020-11-24,17063
K02000001,United Kingdom,overview,2020-11-23,17333
K02000001,United Kingdom,overview,2020-11-22,16921
K02000001,United Kingdom,overview,2020-11-21,16726
K02000001,United Kingdom,overview,2020-11-20,16857
K02000001,United Kingdom,overview,2020-11-19,17127
K02000001,United Kingdom,overview,2020-11-18,17155
K02000001,United Kingdom,overview,2020-11-17,17109
K02000001,United Kingdom,overview,2020-11-16,16975
K02000001,United Kingdom,overview,2020-11-15,16535
K02000001,United Kingdom,overview,2020-11-14,15976
K02000001,United Kingdom,overview,2020-11-13,15903
K02000001,United Kingdom,overview,2020-11-12,15538
K02000001,United Kingdom,overview,2020-11-11,15326
K02000001,United Kingdom,overview,2020-11-10,14622
K02000001,United Kingdom,overview,2020-11-09,14804
K02000001,United Kingdom,overview,2020-11-08,14211
K02000001,United Kingdom,overview,2020-11-07,13991
K02000001,United Kingdom,overview,2020-11-06,13642
K02000001,United Kingdom,overview,2020-11-05,13485
K02000001,United Kingdom,overview,2020-11-04,13521
K02000001,United Kingdom,overview,2020-11-03,13456
K02000001,United Kingdom,overview,2020-11-02,12815
K02000001,United Kingdom,overview,2020-11-01,11947
K02000001,United Kingdom,overview,2020-10-31,12031
K02000001,United Kingdom,overview,2020-10-30,11525
K02000001,United Kingdom,overview,2020-10-29,11321
K02000001,United Kingdom,overview,2020-10-28,11184
K02000001,United Kingdom,overview,2020-10-27,10678
K02000001,United Kingdom,overview,2020-10-26,9865
K02000001,United Kingdom,overview,2020-10-25,9538
K02000001,United Kingdom,overview,2020-10-24,9019
K02000001,United Kingdom,overview,2020-10-23,8653
K02000001,United Kingdom,overview,2020-10-22,8090
K02000001,United Kingdom,overview,2020-10-21,7925
K02000001,United Kingdom,overview,2020-10-20,7656
K02000001,United Kingdom,overview,2020-10-19,7136
K02000001,United Kingdom,overview,2020-10-18,6638
K02000001,United Kingdom,overview,2020-10-17,6362
K02000001,United Kingdom,overview,2020-10-16,6127
K02000001,United Kingdom,overview,2020-10-15,5775
K02000001,United Kingdom,overview,2020-10-14,5438
K02000001,United Kingdom,overview,2020-10-13,5145
K02000001,United Kingdom,overview,2020-10-12,4824
K02000001,United Kingdom,overview,2020-10-11,4545
K02000001,United Kingdom,overview,2020-10-10,4237
K02000001,United Kingdom,overview,2020-10-09,4062
K02000001,United Kingdom,overview,2020-10-08,3969
K02000001,United Kingdom,overview,2020-10-07,3781
K02000001,United Kingdom,overview,2020-10-06,3531
K02000001,United Kingdom,overview,2020-10-05,3260
K02000001,United Kingdom,overview,2020-10-04,2952
K02000001,United Kingdom,overview,2020-10-03,2770
K02000001,United Kingdom,overview,2020-10-02,2631
K02000001,United Kingdom,overview,2020-10-01,2494
K02000001,United Kingdom,overview,2020-09-30,2439
K02000001,United Kingdom,overview,2020-09-29,2330
K02000001,United Kingdom,overview,2020-09-28,2312
K02000001,United Kingdom,overview,2020-09-27,2109
K02000001,United Kingdom,overview,2020-09-26,1958
K02000001,United Kingdom,overview,2020-09-25,1951
K02000001,United Kingdom,overview,2020-09-24,1777
K02000001,United Kingdom,overview,2020-09-23,1665
K02000001,United Kingdom,overview,2020-09-22,1574
K02000001,United Kingdom,overview,2020-09-21,1497
K02000001,United Kingdom,overview,2020-09-20,1343
K02000001,United Kingdom,overview,2020-09-19,1248
K02000001,United Kingdom,overview,2020-09-18,1169
K02000001,United Kingdom,overview,2020-09-17,1110
K02000001,United Kingdom,overview,2020-09-16,1056
K02000001,United Kingdom,overview,2020-09-15,1013
K02000001,United Kingdom,overview,2020-09-14,928
K02000001,United Kingdom,overview,2020-09-13,788
K02000001,United Kingdom,overview,2020-09-12,760
K02000001,United Kingdom,overview,2020-09-11,721
K02000001,United Kingdom,overview,2020-09-10,900
K02000001,United Kingdom,overview,2020-09-09,880
K02000001,United Kingdom,overview,2020-09-08,850
K02000001,United Kingdom,overview,2020-09-07,861
K02000001,United Kingdom,overview,2020-09-06,775
K02000001,United Kingdom,overview,2020-09-05,770
K02000001,United Kingdom,overview,2020-09-04,777
K02000001,United Kingdom,overview,2020-09-03,773
K02000001,United Kingdom,overview,2020-09-02,759
K02000001,United Kingdom,overview,2020-09-01,814
K02000001,United Kingdom,overview,2020-08-31,810
K02000001,United Kingdom,overview,2020-08-30,790
K02000001,United Kingdom,overview,2020-08-29,794
K02000001,United Kingdom,overview,2020-08-28,781
K02000001,United Kingdom,overview,2020-08-27,805
K02000001,United Kingdom,overview,2020-08-26,798
K02000001,United Kingdom,overview,2020-08-25,809
K02000001,United Kingdom,overview,2020-08-24,840
K02000001,United Kingdom,overview,2020-08-23,834
K02000001,United Kingdom,overview,2020-08-22,907
K02000001,United Kingdom,overview,2020-08-21,852
K02000001,United Kingdom,overview,2020-08-20,877
K02000001,United Kingdom,overview,2020-08-19,896
K02000001,United Kingdom,overview,2020-08-18,927
K02000001,United Kingdom,overview,2020-08-17,960
K02000001,United Kingdom,overview,2020-08-16,961
K02000001,United Kingdom,overview,2020-08-15,956
K02000001,United Kingdom,overview,2020-08-14,977
K02000001,United Kingdom,overview,2020-08-13,989
K02000001,United Kingdom,overview,2020-08-12,986
K02000001,United Kingdom,overview,2020-08-11,1021
K02000001,United Kingdom,overview,2020-08-10,1070
K02000001,United Kingdom,overview,2020-08-09,965
K02000001,United Kingdom,overview,2020-08-08,1010
K02000001,United Kingdom,overview,2020-08-07,1078
K02000001,United Kingdom,overview,2020-08-06,1137
K02000001,United Kingdom,overview,2020-08-05,1184
K02000001,United Kingdom,overview,2020-08-04,1198
K02000001,United Kingdom,overview,2020-08-03,1234
K02000001,United Kingdom,overview,2020-08-02,1235
K02000001,United Kingdom,overview,2020-08-01,1272
K02000001,United Kingdom,overview,2020-07-31,1249
K02000001,United Kingdom,overview,2020-07-30,1298
K02000001,United Kingdom,overview,2020-07-29,1332
K02000001,United Kingdom,overview,2020-07-28,1352
K02000001,United Kingdom,overview,2020-07-27,1353
K02000001,United Kingdom,overview,2020-07-26,1366
K02000001,United Kingdom,overview,2020-07-25,1384
K02000001,United Kingdom,overview,2020-07-24,1435
K02000001,United Kingdom,overview,2020-07-23,1522
K02000001,United Kingdom,overview,2020-07-22,1732
K02000001,United Kingdom,overview,2020-07-21,1617
K02000001,United Kingdom,overview,2020-07-20,1715
K02000001,United Kingdom,overview,2020-07-19,1725
K02000001,United Kingdom,overview,2020-07-18,1760
K02000001,United Kingdom,overview,2020-07-17,1791
K02000001,United Kingdom,overview,2020-07-16,1814
K02000001,United Kingdom,overview,2020-07-15,1957
K02000001,United Kingdom,overview,2020-07-14,1977
K02000001,United Kingdom,overview,2020-07-13,2096
K02000001,United Kingdom,overview,2020-07-12,2082
K02000001,United Kingdom,overview,2020-07-11,2098
K02000001,United Kingdom,overview,2020-07-10,2224
K02000001,United Kingdom,overview,2020-07-09,2323
K02000001,United Kingdom,overview,2020-07-08,2432
K02000001,United Kingdom,overview,2020-07-07,2576
K02000001,United Kingdom,overview,2020-07-06,2678
K02000001,United Kingdom,overview,2020-07-05,2721
K02000001,United Kingdom,overview,2020-07-04,2782
K02000001,United Kingdom,overview,2020-07-03,2924
K02000001,United Kingdom,overview,2020-07-02,3058
K02000001,United Kingdom,overview,2020-07-01,3176
K02000001,United Kingdom,overview,2020-06-30,3361
K02000001,United Kingdom,overview,2020-06-29,3728
K02000001,United Kingdom,overview,2020-06-28,3535
K02000001,United Kingdom,overview,2020-06-27,3523
K02000001,United Kingdom,overview,2020-06-26,3596
K02000001,United Kingdom,overview,2020-06-25,3820
K02000001,United Kingdom,overview,2020-06-24,4003
K02000001,United Kingdom,overview,2020-06-23,4103
K02000001,United Kingdom,overview,2020-06-22,4251
K02000001,United Kingdom,overview,2020-06-21,4192
K02000001,United Kingdom,overview,2020-06-20,4225
